8412,80,Listings zum Abtippen|Tips & Tricks,Maschinensprache,Maschinenprogramme auf Tastendruck
8412,81,Listings zum Abtippen|Spiel,Denkspiel,Mastermind als Vierzeiler
8412,82,Listings zum Abtippen|Tips & Tricks,Direktmodus,Programmierter Direktmodus
8412,84,Listings zum Abtippen|Tips & Tricks,Auto,Automatische Zeilennumerierung
8412,84,Listings zum Abtippen|Tips & Tricks,Datasette,Musik aus der Datasette
8412,85,Listings zum Abtippen|Tips & Tricks,Listschutz,List- und Löschschutz leicht gemacht
8412,86,Listings zum Abtippen|Tips & Tricks,Basic-Erweiterung,Stringy: C 64-Erweiterung
8412,92,Listings zum Abtippen|Tips & Tricks,Floppy,"Auf das ""!"" kommt es an"
8412,96,Listings zum Abtippen|Spiel,Denkspiel,3D-Vier gewinnt — Spielen in der dritten Dimension
8412,131,Kurse,Musik,Dem Klang auf der Spur (Teil 1)
8412,132,Kurse,Speicher,Memory Map mit Wandervorschlägen (Teil 2)
8412,134,Kurse,Assembler,Assembler ist keine Alchimie (Teil 4)
8412,139,Kurse,Floppy,In die Geheimnisse der Floppy eingetaucht (Teil 3)
8412,145,Kurse,Comal,Comal — Eine Einführung (Teil 2)
8412,151,Wettbewerbe,Kreuzworträtsel,Kreuzworträtsel selber machen
8501,6,Hardware-Test,Computer,Generationswechsel — Test C 16
8501,23,Hardware-Test,Schnittstellen,Hardware-Interface ganz weich: EC-64
8501,24,Hardware-Test,Interface,Digitalisierte Bilder mit dem C 64
8501,26,Hardware-Test,Interface,Speichertuning für VC 20: MR 64
8501,28,Software-Test,Basic-Erweiterung,GBasic
8501,32,Software-Test,Assembler,Assembler? Assembler!
8501,34,Software-Test,Assembler,"Assembler im Test (AS-64, MAE, T.EXAS., ASSI/M)"
